RefNum,Semester,DepartmentInfo,Name,TimeInfo,Credits,Professor,Description
50539,F,POLS 342 A,MIDDLE EASTERN POLITICS,MWF 2:00 PM-2:50 PM,3,Paul G. Kengor,"POLS 342. MIDDLE EASTERN POLITICS. A survey of major powers of the Middle East with emphases on problems of the colonial past, political development, tribal and religious influences, regional conflicts, and global strategic significance. Alternate fall semesters, three hours."
50540,F,POLS 355 A,CLASSICAL POLITICAL THOUGHT,MWF 9:00 AM-9:50 AM,3,Dr. Michael L. Coulter,"POLS 355. CLASSICAL POLITICAL THOUGHT. A study of the principle theorists and schools of thought about politics from the Pre-Socratics through the Middle Ages. Fall semester only, three hours."
50668,F,POLS 358 A,WORKSHOP IN POLITICAL COMMUNICATION,TR 9:30 AM-10:45 AM,3,Dr. Michael L. Coulter,"POLS 358. WORKSHOP IN POLITICAL COMMUNICATIONS. In this course students will study, practice, and produce various forms of political communication used in campaigns. The course will particularly focus on campaign communications designed to introduce candidates to voters, differentiate between campaigns, and Get Out the Vote efforts. Alternate years, semester course, three hours."
50541,F,POLS 390 A,STUDY: PRES & MILITARY LEADERSHIP,,1,Dr. Caleb A. Verbois,"POLS 390. STUDIES IN POLITICS. A focused study of selected topics in politics and political science, the content of which varies each semester. Semester course, three hours."
50436,F,PSYC 101 A,FOUNDATIONS OF PSYC SCIENCE,MWF 1:00 PM-1:50 PM,3,Joseph J. Horton,"PSYC 101. FOUNDATIONS OF PSYCHOLOGICAL SCIENCE. This course is designed to introduce the student to the field of psychology, which is defined as the scientific study of behavior and mental processes. Like other sciences, psychology seeks to explain, predict, and control the events it studies. Students will be exposed to the important theories, methods, and landmark findings that have helped to shape psychology as a field of inquiry. An integral focus of the course will be a consideration of how psychology can contribute to the synthesis of a consistent Christian worldview. Semester course, three hours."
50437,F,PSYC 101 B,FOUNDATIONS OF PSYC SCIENCE,MWF 8:00 AM-8:50 AM,3,Kristin N. Homan,"PSYC 101. FOUNDATIONS OF PSYCHOLOGICAL SCIENCE. This course is designed to introduce the student to the field of psychology, which is defined as the scientific study of behavior and mental processes. Like other sciences, psychology seeks to explain, predict, and control the events it studies. Students will be exposed to the important theories, methods, and landmark findings that have helped to shape psychology as a field of inquiry. An integral focus of the course will be a consideration of how psychology can contribute to the synthesis of a consistent Christian worldview. Semester course, three hours."
50438,F,PSYC 101 C,FOUNDATIONS OF PSYC SCIENCE,TR 12:30 PM-1:45 PM,3,#NAME?,"PSYC 101. FOUNDATIONS OF PSYCHOLOGICAL SCIENCE. This course is designed to introduce the student to the field of psychology, which is defined as the scientific study of behavior and mental processes. Like other sciences, psychology seeks to explain, predict, and control the events it studies. Students will be exposed to the important theories, methods, and landmark findings that have helped to shape psychology as a field of inquiry. An integral focus of the course will be a consideration of how psychology can contribute to the synthesis of a consistent Christian worldview. Semester course, three hours."
51332,F,PSYC 101 D,FOUNDATIONS OF PSYC SCIENCE,TR 2:00 PM-3:15 PM,3,#NAME?,"PSYC 101. FOUNDATIONS OF PSYCHOLOGICAL SCIENCE. This course is designed to introduce the student to the field of psychology, which is defined as the scientific study of behavior and mental processes. Like other sciences, psychology seeks to explain, predict, and control the events it studies. Students will be exposed to the important theories, methods, and landmark findings that have helped to shape psychology as a field of inquiry. An integral focus of the course will be a consideration of how psychology can contribute to the synthesis of a consistent Christian worldview. Semester course, three hours."
50439,F,PSYC 102 A,EDUCATIONAL PSYCHOLOGY,MWF 10:00 AM-10:50 AM,3,Susan M. Dreves,"PSYC 102. EDUCATIONAL PSYCHOLOGY. A consideration of those aspects of psychology which form the basis for educational methods and their application in the school curriculum, including student characteristics, group and individual differences, cognitive and personality development, learning theory, measurement, and evaluation. This course satisfies the Information Literacy (IL) requirement for all education majors. Semester course, three hours."
50440,F,PSYC 102 B,EDUCATIONAL PSYCHOLOGY,MWF 12:00 PM-12:50 PM,3,Susan M. Dreves,"PSYC 102. EDUCATIONAL PSYCHOLOGY. A consideration of those aspects of psychology which form the basis for educational methods and their application in the school curriculum, including student characteristics, group and individual differences, cognitive and personality development, learning theory, measurement, and evaluation. This course satisfies the Information Literacy (IL) requirement for all education majors. Semester course, three hours."
50441,F,PSYC 201 A,STATISTICAL METHODS,MWF 10:00 AM-10:50 AM,3,Kristin N. Homan,"PSYC 201. STATISTICAL METHODS. This course will examine the mathematical reasoning and methodology underlying decision-making in the sciences. Students will develop skills in the analysis and interpretation of data from scientific experiments, enabling them to be informed consumers of the professional literature. Topics will include descriptive statistics, probability theory, and inferential statistics. Students may only receive credit for one of Psychology 201, Management 201, or Mathematics 201. Semester course, three hours."
50442,F,PSYC 201 B,STATISTICAL METHODS,MWF 1:00 PM-1:50 PM,3,Gary L. Welton,"PSYC 201. STATISTICAL METHODS. This course will examine the mathematical reasoning and methodology underlying decision-making in the sciences. Students will develop skills in the analysis and interpretation of data from scientific experiments, enabling them to be informed consumers of the professional literature. Topics will include descriptive statistics, probability theory, and inferential statistics. Students may only receive credit for one of Psychology 201, Management 201, or Mathematics 201. Semester course, three hours."
50444,F,PSYC 206 A,INTRO TO PROFESSIONAL COUNSELING,MWF 2:00 PM-2:50 PM,3,Lisa L. Hosack,"PSYC 206. INTRODUCTION TO PROFESSIONAL COUNSELING. An introduction to the theories, practices and ethical issues employed in professional counseling. Prerequisites: Psychology 101. Semester course, three hours."
50445,F,PSYC 207 A,PSYCHOLOGY OF PERSONALITY,MWF 3:00 PM-3:50 PM,3,#NAME?,"PSYC 207. PSYCHOLOGY OF PERSONALITY. A study of the major psychological theories of personality development and their application to applied psychology. Prerequisite: Psychology 101. Semester course, three hours."
50446,F,PSYC 208 A,SOCIAL PSYCHOLOGY,MWF 8:00 AM-8:50 AM,3,Lucian Gideon Conway,"PSYC 208. SOCIAL PSYCHOLOGY. The scientific study of the way individuals think, feel, and behave under the actual, imagined, or implied presence of others. Our study of social psychology will investigate the relationship between attitudes and behavior, attribution theory, cultural influences, conformity, prejudice, aggression, attraction, altruism, conflict, etc. We will concentrate on applying social psychology to real world experiences and will include in-depth analysis of original literature. Semester course, three hours."
50449,F,PSYC 208 B,SOCIAL PSYCHOLOGY,MWF 9:00 AM-9:50 AM,3,Lucian Gideon Conway,"PSYC 208. SOCIAL PSYCHOLOGY. The scientific study of the way individuals think, feel, and behave under the actual, imagined, or implied presence of others. Our study of social psychology will investigate the relationship between attitudes and behavior, attribution theory, cultural influences, conformity, prejudice, aggression, attraction, altruism, conflict, etc. We will concentrate on applying social psychology to real world experiences and will include in-depth analysis of original literature. Semester course, three hours."
50450,F,PSYC 209 A,CHILD DEVELOPMENT: LIFESPAN PART I,MWF 2:00 PM-2:50 PM,3,Kristin N. Homan,"PSYC 209. CHILD DEVELOPMENT: LIFESPAN PART 1. This course is a survey of the child development field. Students will be encouraged to develop an appreciation for the value of science for understanding children and their development. Key theories and research regarding cognition, language, attachment, moral reasoning, and the effects of family and peers will be considered. This course is required for all Early Childhood and Elementary Education majors. Students who have earned credit for Psychology 103 may not take Psychology 209. Semester course, three hours."
50451,F,PSYC 211 A,ADULT DEV/AGING: LIFESPAN PART 2,TR 12:30 PM-1:45 PM,3,Dr. Martin Bright,"PSYC 211. ADULT DEVELOPMENT AND AGING: LIFESPAN PART 2. Investigation of the psychological, biological, and social aspects of early, middle, and late adult development emphasizing both the opportunities and limitations of aging. Students who have earned credit for Psychology 103 may not take Psychology 211. Semester course, three hours."
50452,F,PSYC 290 A,STUDY: MENTAL HLTH PEER SUPPORT I,F 1:00 PM-1:50 PM,1,Suzanne N. McDanel,"290. MENTAL HEALTH PEER SUPPORT I. This course will provide volunteer peer mentors with practical skills to effectively assist students dealing with emotional distress. Effective communication and coaching skills, resilience building, mental health literacy, coping strategies, healthy boundaries and crisis responding will be covered. Semester course, one hour."
51692,F,PSYC 301 A,HISTORY AND SYSTEMS OF PSYCHOLOGY,MWF 1:00 PM-1:50 PM,3,#NAME?,"PSYC 301. HISTORY AND SYSTEMS OF PSYCHOLOGY. A study of the philosophical and scientific antecedents and trends that have culminated in contemporary psychological science. Beginning in the Classical world and moving through the Middle Ages, Renaissance, and the scientific revolution of the 16th � 18th centuries, this course will trace how psychology emerged as an independent discipline at the end of the 19th century. Significant questions raised by psychology, changing views of the soul or self, and how American culture in the 21st century has become a psychological society will be considered. Primary works of influential philosophers and scientists will be read. Prerequisite: Twelve hours of psychology. Semester course, three hours."
50454,F,PSYC 306 A,SENSATION & PERCEPTION,MWF 10:00 AM-10:50 AM,3,Lucian Gideon Conway,"PSYC 306. SENSATION AND PERCEPTION. This course covers the physiological basis of sensation and the psychological aspects of perception. Vision, audition, the chemical and the cutaneous senses are investigated as are the perception of time, music, speech and pain. Prerequisite: Psychology 101. Semester course, three hours."
50455,F,PSYC 315 A,FORENSIC PSYCHOLOGY,TR 12:30 PM-1:45 PM,3,Suzanne N. McDanel,"PSYC 315. FORENSIC PSYCHOLOGY. This course introduces the student to psychological research, principles and practice as applied to the legal system. Emphasis will be placed on the interface between clinical work and the courts, as well as the psychology of the offender. Prerequisite: Psychology 101. Semester course, three hours."
50456,F,PSYC 322 A,MARRIAGE/FAM ASSESS & INTERVENTION,TR 2:00 PM-3:15 PM,3,Joseph J. Horton,"PSYC 322. MARRIAGE & FAMILY: ASSESSMENT AND INTERVENTION. The course examines assessment and intervention in marriage and family with an emphasis on marriage. Primary sources examining empirically developed and tested approaches will be considered. The focus will be on scientific understanding rather than the development of counseling skills. Prerequisite: Psychology 101; and Psychology 201 or Statistics 131. Semester course, three hours."
50457,F,PSYC 401 A,ADVANCED STATISTICS,MWF 2:00 PM-2:50 PM,3,Gary L. Welton,"PSYC 401. ADVANCED STATISTICS. An introduction to multivariate statistics by using computer statistical packages as applied to social science research including such topics as multiple regression, discriminant analysis, factor analysis, multivariate analysis of variance (MANOVA), path analysis, and other frequently used multivariate statistical techniques. Prerequisites: Psychology 101, 201 and 204. Alternate fall semesters, three hours."
50458,F,PSYC 404 A,ADVANCED RESEARCH METHODS,TR 12:30 PM-1:45 PM,4,Joseph J. Horton,"PSYC 404. ADVANCED RESEARCH METHODS. A study of advanced research methods, including an independent research project. An IRB proposal, data collection, and formal written and oral presentation of the study are required. This course meets the Writing Intensive (WI) and Speaking Intensive (SI) requirements for the psychology major. Prerequisites: Psychology 101, 201 and 204. Semester course, four hours."
51220,F,PUBH 101 A,FOUNDATIONS OF PUBLIC HEALTH,TR 9:30 AM-10:45 AM,3,Enzo R. Campagnolo,"PUBH 101. FOUNDATIONS OF PUBLIC HEALTH. This course provides an introduction to public health, a discipline that strives to improve the health of the community through community-based action. The course covers the history of public health and provides insight into the methods used to measure community health, communicable diseases, chronic and lifestyle diseases, family health, nutrition and food safety, environmental health. The course provides basic information related to the structure and functioning of the community health system, including the identification and examination of programs, providers, and current problems associated with the delivery of health services. The course also describes the U.S. national health care system, underserved groups, public health law and ethics, and the future of public health. Prerequisites: College level biology course (BIOL 101 or SCIC 202).Fall semester only, three hours"
51221,F,PUBH 201 A,INTRO TO EPIDEMIOLOGY,TR 11:00 AM-12:15 PM,3,Enzo R. Campagnolo,"PUBH 201. INTRODUCTION TO EPIDEMIOLOGY. Epidemiology is the study of health and disease of populations. In this course, students will learn methods used by epidemiologists to elucidate relationships between various types of exposures and positive or negative health outcomes; they will also explore methods to trace and predict disease patterns. This course introduces population-based statistical methods of inquiry regarding distribution and determination of disease in human populations. It emphasizes appropriate study design, investigative techniques, and interpretation of findings related to community health. Examples of disease outbreaks and investigations are provided throughout the course.Prerequisites: College level biology (BIOL 101 or SCIC 202) and college level statistics course (PSYC 201 or STAT 131). Fall semester only, three hours."
50393,F,RELI 211 A,OLD TESTAMENT LIT/HIST,TR 11:00 AM-12:15 PM,3,Dr. Seulgi L. Byun,"RELI 211. OLD TESTAMENT LITERATURE AND HISTORY. An introduction to the literature, content, and history of the Old Testament. Special attention is given to the historical background, composition, and theological message of the Old Testament. The course further acquaints students with the basic methods of Old Testament studies and the present state of Old Testament research. Semester course, three hours."
50394,F,RELI 211 B,OLD TESTAMENT LIT/HIST,TR 12:30 PM-1:45 PM,3,Dr. Seulgi L. Byun,"RELI 211. OLD TESTAMENT LITERATURE AND HISTORY. An introduction to the literature, content, and history of the Old Testament. Special attention is given to the historical background, composition, and theological message of the Old Testament. The course further acquaints students with the basic methods of Old Testament studies and the present state of Old Testament research. Semester course, three hours."
50395,F,RELI 211 C,OLD TESTAMENT LIT/HIST,MWF 12:00 PM-12:50 PM,3,Dr. James Bibza,"RELI 211. OLD TESTAMENT LITERATURE AND HISTORY. An introduction to the literature, content, and history of the Old Testament. Special attention is given to the historical background, composition, and theological message of the Old Testament. The course further acquaints students with the basic methods of Old Testament studies and the present state of Old Testament research. Semester course, three hours."
50396,F,RELI 211 D,OLD TESTAMENT LIT/HIST,MWF 1:00 PM-1:50 PM,3,Dr. James Bibza,"RELI 211. OLD TESTAMENT LITERATURE AND HISTORY. An introduction to the literature, content, and history of the Old Testament. Special attention is given to the historical background, composition, and theological message of the Old Testament. The course further acquaints students with the basic methods of Old Testament studies and the present state of Old Testament research. Semester course, three hours."
50397,F,RELI 217 A,CHRISTIAN DOCTRINE,MWF 9:00 AM-9:50 AM,3,#NAME?,"RELI 217. CHRISTIAN DOCTRINE. An introduction to the methods of systematic theology in terms of narrative, covenant and creed, and an examination of the central doctrines of historic Christianity, including Revelation and Scripture, the being and attributes of God, Humanity, the Person and Work of Christ, the Person and Work of the Holy Spirit, the Christian Life, the Church and the Sacraments, and the Last Things. Fall semester only, three hours."
50399,F,RELI 221 A,LIFE OF CHRIST,TR 11:00 AM-12:15 PM,3,Dr. James Bibza,"RELI 221. THE LIFE OF CHRIST. This course aims to give the student a good understanding of the person, work, and teachings of Christ as presented in the Gospels. It also seeks to introduce the student to some of the important literature on the subject. Alternate years, semester course, three hours."
50401,F,RELI 237 A,OT BIBLICAL BOOKS - WISDOM BOOKS,TR 8:00 AM-9:15 AM,3,"Christopher B, Ansberry","RELI 237. OLD TESTAMENT BIBLICAL BOOKS. This course will examine the genre, themes, theology, and practical application of one Old Testament book. The Old Testament book studied will differ each semester. Semester course, three hours."
50402,F,RELI 237 B,OT BIBLICAL BOOKS - TORAH,TR 2:00 PM-3:15 PM,3,George Van Campbell,"RELI 237. OLD TESTAMENT BIBLICAL BOOKS. This course will examine the genre, themes, theology, and practical application of one Old Testament book. The Old Testament book studied will differ each semester. Semester course, three hours."
51696,F,RELI 237 C,OT BIBLICAL BOOKS - MINOR PROPHETS,TR 11:00 AM-12:15 PM,3,Dr. Julie C. Moeller,"RELI 237. OLD TESTAMENT BIBLICAL BOOKS. This course will examine the genre, themes, theology, and practical application of one Old Testament book. The Old Testament book studied will differ each semester. Semester course, three hours."
51699,F,RELI 237 D,OT BIBLICAL BOOKS - PSALMS,TR 9:30 AM-10:45 AM,3,Dr. Seulgi L. Byun,"RELI 237. OLD TESTAMENT BIBLICAL BOOKS. This course will examine the genre, themes, theology, and practical application of one Old Testament book. The Old Testament book studied will differ each semester. Semester course, three hours."
50403,F,RELI 238 A,NT BIBLICAL BOOKS - GOSPEL OF JOHN,TR 11:00 AM-12:15 PM,3,Josiah Daniel Hall,"RELI 238. NEW TESTAMENT BIBLICAL BOOKS. This course will examine the genre, themes, theology, and practical application of one New Testament book. The New Testament book studied will differ each semester. Semester course, three hours."
50404,F,RELI 238 B,NT BIBLICAL BOOKS - GOSPEL OF JOHN,TR 9:30 AM-10:45 AM,3,Josiah Daniel Hall,"RELI 238. NEW TESTAMENT BIBLICAL BOOKS. This course will examine the genre, themes, theology, and practical application of one New Testament book. The New Testament book studied will differ each semester. Semester course, three hours."
50405,F,RELI 290 A,STUDY: HISTORY OF CHRISTIANITY II,MWF 9:00 AM-9:50 AM,3,P.C. C. Kemeny,"RELI 290. STUDIES IN HISTORY: HISTORY OF CHRISTIANITY II. A study of the history of Christianity from the beginning of the Enlightenment until the modern day. The course explores the impact of new thinking about philosophy, science, economics, politics, and other cultural commitments upon Christianity as well as the influence of Christian commitments upon these different areas of culture. The course not only analyzes the long-time Christian heartlands of Europe and North America but also explores the unprecedented growth of Christianity in Asia, Africa, and Latin America. Fall 2023, three hours."
50406,F,RELI 290 B,STUDY: CHARLES TAYLOR,TR 9:30 AM-10:45 AM,3,Carl Russell Trueman,"RELI 290. STUDIES IN RELIGION: CHARLES TAYLOR. This course will address the issues of belief and unbelief, and of religion and secularism in the modern world through guided reading of Taylor's A Secular Age. It will also apply Taylor's insights and arguments to the pressing questions of our day - religious freedom, the decline of traditional religious institutions, the rise of identity politics, and other debates that face Christians and other religious traditionalists in our current cultural climate. Fall 2023, three hours."
50408,F,RELI 330 A,THEO OF SPIRITUAL LIFE,TR 12:30 PM-1:45 PM,3,Dr. James Bibza,"RELI 330. THEOLOGY OF THE SPIRITUAL LIFE. This course examines writings on spiritual formation from an historical, theological, and Biblical perspective. Key topics include the holiness of God, the person and work of the Holy Spirit, prayer, Bible Study, and the discernment of God's will. Semester course, three hours."
51654,F,RELI 331 A,DOCTRINE OF GOD,MWF 12:00 PM-12:50 PM,3,#NAME?,"RELI 331. DOCTRINE OF GOD. This course examines how the church formulated the classical, creedal doctrine of God, and how this was subsequently developed. Particular attention will be paid to primary texts and to the manner in which theology proper (the doctrine of God) also had implications both for Christology and for the way in which the church read the Bible. It will also address the reasons why classical theism has been challenged in recent times, and will culminate in a discussion of the importance of the recovery of classical theism in the church today. Above all, the course�s watchword will be the notion lex credendi est lex orandi � the rule of believing is the rule of praising -- and will seek to connect doctrine with praise. Fall semester only, three hours."
51707,F,RELI 335 A,MENTORED MINISTRY,,1,"Christopher B, Ansberry","RELI 335. MENTORED MINISTRY. Students will serve in a local church placement under the supervision of a seasoned minister. In addition to supervision and mentorship in a local church, the student will receive supervision and mentorship by a B&RS faculty member. The placement seeks to provide students with the opportunity to set practical ministry goals, with support, for growth in knowledge and skills; and it creates the occasion for students to learn practical ministry skills by observation, engagement, and theological reflection in a local ministry setting. One hour."
50409,F,RELI 488 A,SENIOR SEMINAR,M 6:00 PM-8:30 PM,3,Josiah Daniel Hall,"RELI 488. SENIOR SEMINAR. This course satisfies the Writing Intensive (WI), Speaking Intensive (SI), Information Literacy (IL) requirements for the Biblical and Religious Studies major, and will be taken in the fall of the senior year. Topics will focus on a major issue in biblical studies, church history, or systematic theology. Fall semester only, three hours."
51585,F,ROBO 301 A,INDUSTRIAL ROBOTS,MW 1:00 PM-1:50 PM,3,Erik J. Anderson,"ROBO 301. INDUSTRIAL ROBOTS. Presents the fundamentals of robot mechanisms, kinematics, dynamics, and controls. Topics include forward and inverse kinematics, differential motion and velocities, dynamics and force control, path and trajectory planning, actuators and drive systems, and sensors used in robotic systems. The basics of robotic control systems are briefly presented. The use of vision systems in robotics is introduced. Two lectures and one lab per week. Prerequisite: Electrical Engineering 321 or Mechanical Engineering 316, robotics minor, or permission of instructor. Fall semester only, three hours."
51586,F,ROBO 301 L L,LABORATORY,R 1:00 PM-2:50 PM,0,,"ROBO 301. INDUSTRIAL ROBOTS. Presents the fundamentals of robot mechanisms, kinematics, dynamics, and controls. Topics include forward and inverse kinematics, differential motion and velocities, dynamics and force control, path and trajectory planning, actuators and drive systems, and sensors used in robotic systems. The basics of robotic control systems are briefly presented. The use of vision systems in robotics is introduced. Two lectures and one lab per week. Prerequisite: Electrical Engineering 321 or Mechanical Engineering 316, robotics minor, or permission of instructor. Fall semester only, three hours."
51587,F,ROBO 301 M L,LABORATORY,F 1:00 PM-2:50 PM,0,,"ROBO 301. INDUSTRIAL ROBOTS. Presents the fundamentals of robot mechanisms, kinematics, dynamics, and controls. Topics include forward and inverse kinematics, differential motion and velocities, dynamics and force control, path and trajectory planning, actuators and drive systems, and sensors used in robotic systems. The basics of robotic control systems are briefly presented. The use of vision systems in robotics is introduced. Two lectures and one lab per week. Prerequisite: Electrical Engineering 321 or Mechanical Engineering 316, robotics minor, or permission of instructor. Fall semester only, three hours."
50913,F,SCIC 201 A,FUNDAMENTALS OF THE UNIVERSE,TR 8:00 AM-9:15 AM,4,Shane C. Brower,"SCIC 201. FUNDAMENTALS OF THE UNIVERSE. This course covers major ideas concerning the physical universe, including applications of those ideas, past and present. Coverage includes philosophy of science, motion, energy, electricity, light, and other selected topics and applications. No credit will be given to students who have already received credit for Physics 101 or 121. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
50914,F,SCIC 201 L L,LABORATORY,T 1:00 PM-2:59 PM,0,,"SCIC 201. FUNDAMENTALS OF THE UNIVERSE. This course covers major ideas concerning the physical universe, including applications of those ideas, past and present. Coverage includes philosophy of science, motion, energy, electricity, light, and other selected topics and applications. No credit will be given to students who have already received credit for Physics 101 or 121. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
50915,F,SCIC 201 M L,LABORATORY,T 3:00 PM-4:59 PM,0,,"SCIC 201. FUNDAMENTALS OF THE UNIVERSE. This course covers major ideas concerning the physical universe, including applications of those ideas, past and present. Coverage includes philosophy of science, motion, energy, electricity, light, and other selected topics and applications. No credit will be given to students who have already received credit for Physics 101 or 121. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
51213,F,SCIC 202 A,LIFE SCIENCE,TR 11:00 AM-12:15 PM,4,Joy G. Strain,"SCIC 202. LIFE SCIENCE. This course discusses the contribution of a scientific approach to our understanding of life, with a focus on fundamental ideas and their historical development and impact on society. Topics include aspects of molecular, genetic, cellular, organismal, and population biology. No credit will be given to students who have already received credit for Biology 101. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
51214,F,SCIC 202 L L,LABORATORY,T 1:00 PM-2:59 PM,0,,"SCIC 202. LIFE SCIENCE. This course discusses the contribution of a scientific approach to our understanding of life, with a focus on fundamental ideas and their historical development and impact on society. Topics include aspects of molecular, genetic, cellular, organismal, and population biology. No credit will be given to students who have already received credit for Biology 101. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
51215,F,SCIC 202 M L,LABORATORY,T 3:00 PM-4:59 PM,0,,"SCIC 202. LIFE SCIENCE. This course discusses the contribution of a scientific approach to our understanding of life, with a focus on fundamental ideas and their historical development and impact on society. Topics include aspects of molecular, genetic, cellular, organismal, and population biology. No credit will be given to students who have already received credit for Biology 101. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
51090,F,SCIC 203 A,"ATOMS, MOLECULES & MATERIAL WORLD",MWF 10:00 AM-10:50 AM,4,Dr. Susan Cramer,"SCIC 203. ATOMS, MOLECULES AND THE MATERIAL WORLD. This course is designed to make chemistry accessible to anyone with the desire to understand the chemical world in which we live. A strong emphasis on chemical reactions as well as on the basic theoretical principles that underlie chemistry are presented. An integral part of this course is the development of problem solving skills. No credit will be given to students who have already received credit for Chemistry 111. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
51091,F,SCIC 203 L L,LABORATORY,M 1:00 PM-2:59 PM,0,,"SCIC 203. ATOMS, MOLECULES AND THE MATERIAL WORLD. This course is designed to make chemistry accessible to anyone with the desire to understand the chemical world in which we live. A strong emphasis on chemical reactions as well as on the basic theoretical principles that underlie chemistry are presented. An integral part of this course is the development of problem solving skills. No credit will be given to students who have already received credit for Chemistry 111. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
51092,F,SCIC 203 M L,LABORATORY,M 3:00 PM-4:59 PM,0,,"SCIC 203. ATOMS, MOLECULES AND THE MATERIAL WORLD. This course is designed to make chemistry accessible to anyone with the desire to understand the chemical world in which we live. A strong emphasis on chemical reactions as well as on the basic theoretical principles that underlie chemistry are presented. An integral part of this course is the development of problem solving skills. No credit will be given to students who have already received credit for Chemistry 111. This course is designed to meet general education science requirements for liberal arts students. Three lectures and one lab per week. Semester course, four hours."
51217,F,SCIC 204 A,ENVIRONMENTAL SCIENCE,TR 9:30 AM-10:45 AM,4,Stephen P. Jenkins,"SCIC 204. ENVIRONMENTAL SCIENCE. This course gives emphasis to a scientific approach to environmental awareness including contributions from ecology, biology, geology and chemistry. Historical worldviews that impact attitudes, ethics, and policies toward the environment will be discussed. The consequences of environmental pollution and strategies for resource management will be explored with particular attention to policies that impact future sustainability of our planet. The laboratory will include both field and lab hands-on experiences. This course is designed to meet general-education science requirements for liberal arts majors. Three lectures and one lab per week. Semester course, four hours."
51218,F,SCIC 204 L L,LABORATORY,T 1:00 PM-2:59 PM,0,,"SCIC 204. ENVIRONMENTAL SCIENCE. This course gives emphasis to a scientific approach to environmental awareness including contributions from ecology, biology, geology and chemistry. Historical worldviews that impact attitudes, ethics, and policies toward the environment will be discussed. The consequences of environmental pollution and strategies for resource management will be explored with particular attention to policies that impact future sustainability of our planet. The laboratory will include both field and lab hands-on experiences. This course is designed to meet general-education science requirements for liberal arts majors. Three lectures and one lab per week. Semester course, four hours."
51219,F,SCIC 204 M L,LABORATORY,T 3:00 PM-4:59 PM,0,,"SCIC 204. ENVIRONMENTAL SCIENCE. This course gives emphasis to a scientific approach to environmental awareness including contributions from ecology, biology, geology and chemistry. Historical worldviews that impact attitudes, ethics, and policies toward the environment will be discussed. The consequences of environmental pollution and strategies for resource management will be explored with particular attention to policies that impact future sustainability of our planet. The laboratory will include both field and lab hands-on experiences. This course is designed to meet general-education science requirements for liberal arts majors. Three lectures and one lab per week. Semester course, four hours."
51747,F,SSFT 212 A,"SCIENCE, FAITH, AND TECHNOLOGY", ,2,,"SSFT 212. SCIENCE, FAITH, AND TECHNOLOGY. This course is designed to give a theological, philosophical, and historical rationale for why Christians do science. What science is, how and why it developed in the context of Western Christianity, and how Christians are to respond to scientific information and theory will be considered. Particular emphasis will be given to biblical and scientific perspectives on the origin of the universe, the origin of organic life, and human origins. Selected topics in modern science and technology, such as cloning, stem cell research, chimeras, cosmology, quantum physics, and artificial intelligence, will also be addressed. Prerequisites: Humanities 102 (or Religion 211 and 212); and a lab science. The lab science may be taken concurrently with this course. Semester course, two hours."
51745,F,SSFT 212 B,"SCIENCE, FAITH, AND TECHNOLOGY", ,2,,"SSFT 212. SCIENCE, FAITH, AND TECHNOLOGY. This course is designed to give a theological, philosophical, and historical rationale for why Christians do science. What science is, how and why it developed in the context of Western Christianity, and how Christians are to respond to scientific information and theory will be considered. Particular emphasis will be given to biblical and scientific perspectives on the origin of the universe, the origin of organic life, and human origins. Selected topics in modern science and technology, such as cloning, stem cell research, chimeras, cosmology, quantum physics, and artificial intelligence, will also be addressed. Prerequisites: Humanities 102 (or Religion 211 and 212); and a lab science. The lab science may be taken concurrently with this course. Semester course, two hours."
50921,F,SSFT 212 C,"SCIENCE, FAITH, AND TECHNOLOGY",T 6:00 PM-7:40 PM,2,Glenn A. Marsch,"SSFT 212. SCIENCE, FAITH, AND TECHNOLOGY. This course is designed to give a theological, philosophical, and historical rationale for why Christians do science. What science is, how and why it developed in the context of Western Christianity, and how Christians are to respond to scientific information and theory will be considered. Particular emphasis will be given to biblical and scientific perspectives on the origin of the universe, the origin of organic life, and human origins. Selected topics in modern science and technology, such as cloning, stem cell research, chimeras, cosmology, quantum physics, and artificial intelligence, will also be addressed. Prerequisites: Humanities 102 (or Religion 211 and 212); and a lab science. The lab science may be taken concurrently with this course. Semester course, two hours."
